Objects
300
,,Global Angle abb4400_tcp:abb4400_tcp,,,,,,
Frame,Sub Frame,RX,RY,RZ,TX,TY,TZ
,,rad,rad,rad,mm,mm,mm
4511,0,0.725255,2.037446,0.029190,60.004631,-997.683044,1993.171631
4512,0,0.725245,2.037547,0.029115,59.769096,-998.173523,1993.698853
4513,0,0.725380,2.037564,0.029154,59.527683,-998.655945,1994.220459
4514,0,0.725353,2.037589,0.029260,59.306442,-999.136475,1994.746216
4515,0,0.725331,2.037463,0.029185,59.085785,-999.624329,1995.282715
4516,0,0.725309,2.037482,0.029144,58.865791,-1000.109558,1995.816284
4517,0,0.725401,2.037533,0.029163,58.622818,-1000.564819,1996.334106
4518,0,0.725510,2.037550,0.029167,58.385708,-1001.026062,1996.855957
4519,0,0.725393,2.037564,0.029199,58.162300,-1001.510254,1997.379395
4520,0,0.725325,2.037461,0.029167,57.937309,-1001.979858,1997.910889
4521,0,0.725410,2.037546,0.029165,57.710346,-1002.457886,1998.430298
4522,0,0.725468,2.037575,0.029202,57.484283,-1002.914062,1998.954468
4523,0,0.725410,2.037574,0.029211,57.261723,-1003.382080,1999.478638
4524,0,0.725220,2.037558,0.029173,57.034447,-1003.852112,2000.002441
4525,0,0.725402,2.037570,0.029186,56.804531,-1004.321716,2000.534790
4526,0,0.725325,2.037561,0.029420,56.614433,-1004.898071,2000.968018
4527,0,0.725456,2.037471,0.029503,56.398369,-1005.367737,2001.507568
4528,0,0.725324,2.037418,0.029464,56.190422,-1005.853760,2002.035156
4529,0,0.725280,2.037415,0.029542,55.956894,-1006.334412,2002.572266
4530,0,0.725426,2.037482,0.029380,55.718166,-1006.810669,2003.090332
4531,0,0.725416,2.037570,0.029586,55.479603,-1007.270081,2003.619141
4532,0,0.725407,2.037448,0.029376,55.259842,-1007.755249,2004.147583
4533,0,0.725316,2.037418,0.029405,55.033539,-1008.229248,2004.686646
4534,0,0.725465,2.037421,0.029379,54.810070,-1008.714905,2005.207031
4535,0,0.725418,2.037491,0.029332,54.571537,-1009.189026,2005.732300
4536,0,0.725446,2.037469,0.029340,54.350098,-1009.668579,2006.263550
4537,0,0.725350,2.037435,0.029242,54.121689,-1010.154114,2006.793945
4538,0,0.725378,2.037458,0.029319,53.881908,-1010.627014,2007.322021
4539,0,0.725510,2.037463,0.029241,53.663036,-1011.101135,2007.839478
4540,0,0.725464,2.037507,0.029493,53.435471,-1011.579895,2008.372803
4541,0,0.725420,2.037370,0.029256,53.216038,-1012.068054,2008.891357
4542,0,0.725336,2.037489,0.029348,52.989403,-1012.551453,2009.420166
4543,0,0.725457,2.037554,0.029328,52.757534,-1013.016113,2009.937500
4544,0,0.725506,2.037553,0.029363,52.526192,-1013.482361,2010.461548
4545,0,0.725451,2.037486,0.029365,52.308189,-1013.957397,2010.997070
4546,0,0.725400,2.037444,0.029267,52.088211,-1014.435913,2011.525391
4547,0,0.725433,2.037500,0.029334,51.853081,-1014.893677,2012.046997
4548,0,0.725523,2.037509,0.029325,51.631393,-1015.365479,2012.569458
4549,0,0.725371,2.037543,0.029425,51.403069,-1015.844971,2013.099487
4550,0,0.725383,2.037439,0.029264,51.182541,-1016.317749,2013.630859
4551,0,0.725337,2.037521,0.029379,50.954037,-1016.793396,2014.155151
4552,0,0.725517,2.037464,0.029360,50.723633,-1017.239563,2014.687744
4553,0,0.725432,2.037470,0.029347,50.497044,-1017.709045,2015.220215
4554,0,0.725378,2.037410,0.029371,50.266800,-1018.172363,2015.755859
4555,0,0.725404,2.037441,0.029321,50.036617,-1018.649231,2016.278687
4556,0,0.725464,2.037524,0.029443,49.805138,-1019.113770,2016.806885
4557,0,0.725568,2.037382,0.029328,49.586693,-1019.587524,2017.335449
4558,0,0.725435,2.037383,0.029371,49.367825,-1020.076416,2017.868286
4559,0,0.725463,2.037307,0.029341,49.144924,-1020.540222,2018.397583
4560,0,0.725525,2.037431,0.029374,48.904995,-1021.002441,2018.916382
4561,0,0.725623,2.037464,0.029367,48.673782,-1021.481873,2019.448242
4562,0,0.725526,2.037408,0.029314,48.457191,-1021.973755,2019.972534
4563,0,0.725378,2.037376,0.029416,48.238155,-1022.449829,2020.511841
4564,0,0.725601,2.037384,0.029292,48.018970,-1022.930603,2021.026855
4565,0,0.725549,2.037456,0.029499,47.783070,-1023.394348,2021.557129
4566,0,0.725579,2.037388,0.029292,47.555374,-1023.871155,2022.071411
4567,0,0.725506,2.037418,0.029403,47.325462,-1024.356567,2022.602051
4568,0,0.725505,2.037440,0.029338,47.100876,-1024.828247,2023.124756
4569,0,0.725618,2.037449,0.029360,46.870724,-1025.309082,2023.645630
4570,0,0.725563,2.037439,0.029304,46.648102,-1025.797852,2024.178711
4571,0,0.725524,2.037337,0.029241,46.436836,-1026.288818,2024.704468
4572,0,0.725524,2.037417,0.029309,46.199024,-1026.752563,2025.241333
4573,0,0.725576,2.037472,0.029245,45.958172,-1027.212769,2025.760864
4574,0,0.725613,2.037466,0.029363,45.719692,-1027.686035,2026.296143
4575,0,0.725515,2.037405,0.029186,45.510674,-1028.182617,2026.829956
4576,0,0.725492,2.037353,0.029346,45.287148,-1028.658569,2027.370972
4577,0,0.725605,2.037398,0.029340,45.058460,-1029.134766,2027.898315
4578,0,0.725683,2.037411,0.029340,44.820251,-1029.593262,2028.420654
4579,0,0.725495,2.037440,0.029279,44.597130,-1030.080811,2028.945190
4580,0,0.725500,2.037374,0.029233,44.375141,-1030.549805,2029.471924
4581,0,0.725563,2.037442,0.029353,44.147934,-1031.005127,2029.991821
4582,0,0.725740,2.037398,0.029343,43.929230,-1031.469971,2030.510376
4583,0,0.725724,2.037304,0.029231,43.727348,-1031.932495,2031.006836
4584,0,0.725656,2.037206,0.029232,43.533600,-1032.392212,2031.487671
4585,0,0.725734,2.037278,0.029242,43.351616,-1032.814819,2031.908569
4586,0,0.725939,2.037361,0.029404,43.174511,-1033.196533,2032.299072
4587,0,0.725896,2.037358,0.029188,43.041473,-1033.562622,2032.627075
4588,0,0.725859,2.037344,0.029354,42.936981,-1033.878784,2032.920410
4589,0,0.725727,2.037420,0.029393,42.847950,-1034.125122,2033.140869
4590,0,0.725860,2.037691,0.029490,42.782726,-1034.338745,2033.307129
4591,0,0.725920,2.037758,0.029429,42.732025,-1034.493774,2033.448486
4592,0,0.725803,2.037724,0.029333,42.713837,-1034.640015,2033.561768
4593,0,0.725686,2.037692,0.029477,42.693874,-1034.746582,2033.688843
4594,0,0.725668,2.037802,0.029392,42.658176,-1034.803833,2033.786011
4595,0,0.725971,2.037813,0.029494,42.639297,-1034.873657,2033.901489
4596,0,0.725697,2.037702,0.029309,42.648487,-1034.936401,2034.007324
4597,0,0.725557,2.037557,0.029385,42.651154,-1034.961182,2034.121948
4598,0,0.725548,2.037494,0.029305,42.646294,-1034.967163,2034.228027
4599,0,0.725640,2.037541,0.029299,42.614468,-1034.943970,2034.320068
4600,0,0.725589,2.037349,0.029223,42.600075,-1034.926270,2034.425049
4601,0,0.725269,2.037278,0.029217,42.591827,-1034.908447,2034.500610
4602,0,0.725284,2.037237,0.029359,42.569191,-1034.880493,2034.557861
4603,0,0.725447,2.037275,0.029257,42.532360,-1034.848022,2034.571899
4604,0,0.725484,2.037301,0.029300,42.510906,-1034.856201,2034.567139
4605,0,0.725324,2.037167,0.029214,42.496601,-1034.854980,2034.558105
4606,0,0.725258,2.037234,0.029319,42.482086,-1034.862305,2034.518188
4607,0,0.725424,2.037335,0.029351,42.438816,-1034.847412,2034.458618
4608,0,0.725562,2.037481,0.029292,42.401672,-1034.847900,2034.387085
4609,0,0.725481,2.037484,0.029341,42.382854,-1034.855713,2034.331787
4610,0,0.725339,2.037437,0.029359,42.356785,-1034.857910,2034.271240
4611,0,0.725479,2.037588,0.029465,42.323990,-1034.855103,2034.217773
4612,0,0.725626,2.037709,0.029365,42.281239,-1034.848755,2034.170898
4613,0,0.725592,2.037745,0.029481,42.261868,-1034.863770,2034.152466
4614,0,0.725363,2.037657,0.029346,42.260490,-1034.871338,2034.158203
4615,0,0.725338,2.037747,0.029530,42.248489,-1034.870850,2034.170410
4616,0,0.725571,2.037861,0.029377,42.268898,-1034.875488,2034.193237
4617,0,0.725644,2.037793,0.029327,42.347538,-1034.929199,2034.243530
4618,0,0.725244,2.037714,0.029350,42.461643,-1034.990112,2034.291748
4619,0,0.725300,2.037636,0.029299,42.612709,-1035.057495,2034.342529
4620,0,0.725382,2.037844,0.029365,42.772903,-1035.143555,2034.383301
4621,0,0.725395,2.037935,0.029212,42.989380,-1035.239746,2034.416626
4622,0,0.725307,2.037919,0.029315,43.284355,-1035.392822,2034.467896
4623,0,0.725384,2.037834,0.029210,43.649807,-1035.548950,2034.499390
4624,0,0.725249,2.038017,0.029394,44.029514,-1035.730957,2034.508423
4625,0,0.725637,2.038103,0.029367,44.494701,-1035.972168,2034.499390
4626,0,0.725398,2.038058,0.029295,45.011421,-1036.233765,2034.481323
4627,0,0.725266,2.038044,0.029587,45.579506,-1036.511597,2034.458130
4628,0,0.725436,2.038126,0.029438,46.193974,-1036.812988,2034.391846
4629,0,0.725545,2.038356,0.029630,46.793221,-1037.113281,2034.342529
4630,0,0.725725,2.038262,0.029270,47.468742,-1037.457153,2034.280273
4631,0,0.725402,2.038228,0.029512,48.132454,-1037.786621,2034.252197
4632,0,0.725508,2.038222,0.029393,48.819458,-1038.136108,2034.218506
4633,0,0.725775,2.038305,0.029445,49.473640,-1038.450439,2034.203735
4634,0,0.725773,2.038363,0.029432,50.150822,-1038.776245,2034.186890
4635,0,0.725580,2.038232,0.029386,50.846500,-1039.120117,2034.187256
4636,0,0.725366,2.038267,0.029580,51.525959,-1039.418579,2034.193970
4637,0,0.725653,2.038262,0.029373,52.195946,-1039.706055,2034.196411
4638,0,0.725641,2.038369,0.029420,52.862057,-1040.019043,2034.217163
4639,0,0.725405,2.038193,0.029269,53.567253,-1040.350342,2034.246704
4640,0,0.725331,2.038044,0.029405,54.264610,-1040.681030,2034.281250
4641,0,0.725338,2.038105,0.029395,54.944130,-1040.983643,2034.315796
4642,0,0.725423,2.038149,0.029315,55.621529,-1041.315918,2034.333008
4643,0,0.725418,2.038083,0.029343,56.313721,-1041.661743,2034.350586
4644,0,0.725305,2.037948,0.029309,57.040394,-1042.021118,2034.364502
4645,0,0.725233,2.037961,0.029383,57.740414,-1042.381714,2034.365601
4646,0,0.725463,2.038034,0.029249,58.450935,-1042.727417,2034.341553
4647,0,0.725565,2.038027,0.029368,59.167259,-1043.098633,2034.334229
4648,0,0.725305,2.037968,0.029238,59.911789,-1043.470703,2034.324463
4649,0,0.725248,2.038028,0.029387,60.650013,-1043.830200,2034.304810
4650,0,0.725342,2.038136,0.029375,61.372349,-1044.172485,2034.282227
4651,0,0.725451,2.038199,0.029300,62.110130,-1044.528320,2034.244751
4652,0,0.725263,2.038172,0.029419,62.866524,-1044.901001,2034.227417
4653,0,0.725284,2.038130,0.029342,63.643166,-1045.287476,2034.205933
4654,0,0.725359,2.038223,0.029485,64.383644,-1045.635864,2034.188965
4655,0,0.725503,2.038295,0.029275,65.135162,-1045.993896,2034.165161
4656,0,0.725487,2.038210,0.029292,65.905029,-1046.370483,2034.167969
4657,0,0.725247,2.038199,0.029310,66.666847,-1046.715576,2034.170898
4658,0,0.725377,2.038218,0.029356,67.417137,-1047.061035,2034.167725
4659,0,0.725599,2.038259,0.029216,68.148453,-1047.413086,2034.173706
4660,0,0.725440,2.038209,0.029207,68.897964,-1047.756226,2034.193481
4661,0,0.725258,2.038186,0.029299,69.653954,-1048.119385,2034.212769
4662,0,0.725246,2.038146,0.029259,70.376221,-1048.462769,2034.234985
4663,0,0.725394,2.038256,0.029272,71.090073,-1048.799194,2034.229248
4664,0,0.725435,2.038235,0.029255,71.803665,-1049.146973,2034.239258
4665,0,0.725298,2.038178,0.029286,72.539551,-1049.517578,2034.249023
4666,0,0.725233,2.038132,0.029371,73.259140,-1049.885986,2034.258789
4667,0,0.725429,2.038208,0.029232,73.966164,-1050.239014,2034.248291
4668,0,0.725471,2.038223,0.029296,74.673126,-1050.602539,2034.251709
4669,0,0.725401,2.038070,0.029184,75.396172,-1050.961060,2034.251465
4670,0,0.725317,2.038108,0.029384,76.122284,-1051.304688,2034.241943
4671,0,0.725391,2.038152,0.029219,76.821587,-1051.639771,2034.219482
4672,0,0.725612,2.038218,0.029287,77.519341,-1051.971802,2034.209717
4673,0,0.725439,2.038127,0.029195,78.234093,-1052.301025,2034.196899
4674,0,0.725238,2.038099,0.029353,78.963310,-1052.644165,2034.192139
4675,0,0.725379,2.038116,0.029255,79.670769,-1052.975830,2034.178223
4676,0,0.725476,2.038197,0.029225,80.372902,-1053.311890,2034.161377
4677,0,0.725386,2.038265,0.029272,81.086845,-1053.622803,2034.158691
4678,0,0.725318,2.038028,0.029239,81.801437,-1053.959351,2034.171631
4679,0,0.725268,2.038106,0.029298,82.513863,-1054.305664,2034.167725
4680,0,0.725458,2.038150,0.029234,83.209808,-1054.638184,2034.167480
4681,0,0.725441,2.038213,0.029224,83.924683,-1055.002808,2034.172241
4682,0,0.725347,2.038080,0.029231,84.662155,-1055.374390,2034.182983
4683,0,0.725200,2.038058,0.029305,85.373718,-1055.720703,2034.199707
4684,0,0.725369,2.038123,0.029299,86.086243,-1056.069336,2034.202148
4685,0,0.725435,2.038101,0.029177,86.784492,-1056.391357,2034.210449
4686,0,0.725275,2.038137,0.029420,87.516731,-1056.745728,2034.217163
4687,0,0.725233,2.038016,0.029315,88.258018,-1057.092285,2034.215698
4688,0,0.725235,2.038144,0.029470,88.975632,-1057.441650,2034.214233
4689,0,0.725390,2.038231,0.029228,89.711548,-1057.800415,2034.193481
4690,0,0.725307,2.038172,0.029425,90.446075,-1058.145508,2034.204956
4691,0,0.725064,2.038154,0.029310,91.203476,-1058.495972,2034.190674
4692,0,0.725313,2.038111,0.029276,91.925797,-1058.854126,2034.194946
4693,0,0.725350,2.038310,0.029190,92.650978,-1059.189087,2034.167236
4694,0,0.725460,2.038163,0.029178,93.395470,-1059.546509,2034.169678
4695,0,0.725282,2.038189,0.029293,94.143600,-1059.918213,2034.164917
4696,0,0.725318,2.038139,0.029150,94.881203,-1060.270630,2034.151978
4697,0,0.725531,2.038235,0.029263,95.607117,-1060.623047,2034.150391
4698,0,0.725418,2.038307,0.029119,96.335716,-1060.978638,2034.138184
4699,0,0.725400,2.038145,0.029273,97.068398,-1061.313599,2034.154663
4700,0,0.725255,2.038138,0.029175,97.802490,-1061.668823,2034.152954
4701,0,0.725403,2.038138,0.029205,98.506180,-1062.003052,2034.167969
4702,0,0.725479,2.038224,0.029143,99.230843,-1062.370117,2034.167969
4703,0,0.725346,2.038162,0.029238,99.966812,-1062.731934,2034.184692
4704,0,0.725185,2.038123,0.029356,100.692833,-1063.091919,2034.190674
4705,0,0.725365,2.038162,0.029179,101.403397,-1063.439575,2034.192749
4706,0,0.725557,2.038211,0.029177,102.115860,-1063.789429,2034.187744
4707,0,0.725383,2.038196,0.029199,102.826263,-1064.123047,2034.183716
4708,0,0.725350,2.038050,0.029277,103.516190,-1064.443237,2034.184692
4709,0,0.725314,2.038141,0.029228,104.152092,-1064.745605,2034.157959
4710,0,0.725559,2.038152,0.029155,104.731644,-1065.012573,2034.143677
4711,0,0.725504,2.038270,0.029176,105.261574,-1065.255127,2034.115356
4712,0,0.725331,2.038170,0.029263,105.715370,-1065.450073,2034.119385
4713,0,0.725364,2.038177,0.029152,106.083221,-1065.607056,2034.110107
4714,0,0.725318,2.038322,0.029157,106.336952,-1065.708862,2034.109863
4715,0,0.725641,2.038357,0.029165,106.561943,-1065.808960,2034.139160
4716,0,0.725368,2.038264,0.029131,106.754402,-1065.907227,2034.174683
4717,0,0.725175,2.038189,0.029259,106.880569,-1065.990845,2034.223755
4718,0,0.725439,2.038200,0.029034,106.969589,-1066.041626,2034.250732
4719,0,0.725564,2.038318,0.029081,107.012764,-1066.079956,2034.305298
4720,0,0.725589,2.038128,0.029121,107.076797,-1066.135498,2034.368530
4721,0,0.725194,2.038011,0.029117,107.113647,-1066.164673,2034.453125
4722,0,0.725303,2.037929,0.029079,107.111137,-1066.174805,2034.533691
4723,0,0.725591,2.037982,0.028963,107.107338,-1066.191528,2034.593628
4724,0,0.725428,2.037910,0.029091,107.114388,-1066.199219,2034.655518
4725,0,0.725230,2.037738,0.029049,107.149696,-1066.244995,2034.676025
4726,0,0.725096,2.037781,0.029102,107.147018,-1066.228271,2034.678467
4727,0,0.725549,2.037887,0.028988,107.138527,-1066.226929,2034.620483
4728,0,0.725511,2.038024,0.029050,107.131165,-1066.220337,2034.574463
4729,0,0.725400,2.037916,0.029113,107.147400,-1066.211182,2034.531128
4730,0,0.725255,2.037946,0.029064,107.152603,-1066.216919,2034.472900
4731,0,0.725476,2.038066,0.029081,107.120499,-1066.182617,2034.425049
4732,0,0.725695,2.038200,0.028995,107.093597,-1066.170044,2034.359985
4733,0,0.725435,2.038141,0.029138,107.067947,-1066.139648,2034.336548
4734,0,0.725296,2.038054,0.029103,107.050133,-1066.145264,2034.320312
4735,0,0.725340,2.038109,0.029063,106.993797,-1066.117310,2034.321533
4736,0,0.725590,2.038187,0.029029,106.924614,-1066.067871,2034.348755
4737,0,0.725466,2.038086,0.029098,106.886543,-1066.055664,2034.399780
4738,0,0.725183,2.037842,0.029132,106.848129,-1066.035034,2034.488403
4739,0,0.725228,2.037820,0.029033,106.817848,-1066.033691,2034.534668
4740,0,0.725374,2.037869,0.029031,106.754158,-1065.979614,2034.583862
4741,0,0.725512,2.037840,0.029019,106.739586,-1065.979614,2034.607666
4742,0,0.725143,2.037714,0.029058,106.742516,-1065.991333,2034.624146
4743,0,0.725174,2.037657,0.029027,106.747437,-1066.010132,2034.627441
4744,0,0.725396,2.037778,0.028919,106.740768,-1066.020996,2034.596680
4745,0,0.725533,2.037887,0.029049,106.753075,-1066.026489,2034.560181
4746,0,0.725371,2.037856,0.029085,106.806511,-1066.067993,2034.510620
4747,0,0.725193,2.037818,0.029081,106.841545,-1066.081299,2034.468140
4748,0,0.725415,2.037987,0.029036,106.872421,-1066.098511,2034.402832
4749,0,0.725595,2.038143,0.029068,106.893867,-1066.096069,2034.365845
4750,0,0.725479,2.038160,0.029141,106.944229,-1066.109253,2034.354004
4751,0,0.725307,2.038007,0.029128,106.993614,-1066.137817,2034.366821
4752,0,0.725347,2.038026,0.029004,107.024841,-1066.156616,2034.381592
4753,0,0.725606,2.038130,0.029076,107.039780,-1066.154541,2034.397583
4754,0,0.725511,2.038106,0.029085,107.064133,-1066.149048,2034.426880
4755,0,0.725338,2.037947,0.029081,107.099396,-1066.162720,2034.466064
4756,0,0.725275,2.037868,0.028992,107.111824,-1066.167969,2034.507812
4757,0,0.725492,2.037953,0.028988,107.102493,-1066.149048,2034.539185
4758,0,0.725507,2.037967,0.029025,107.102905,-1066.142334,2034.565430
4759,0,0.725301,2.037862,0.029050,107.120621,-1066.155396,2034.590942
4760,0,0.725208,2.037802,0.029012,107.122162,-1066.162354,2034.586670
4761,0,0.725348,2.037892,0.029013,107.099419,-1066.155762,2034.561157
4762,0,0.725507,2.038056,0.029085,107.079689,-1066.152466,2034.517090
4763,0,0.725412,2.037990,0.029115,107.073723,-1066.163818,2034.485352
4764,0,0.725253,2.037959,0.029091,107.074753,-1066.188965,2034.456787
4765,0,0.725389,2.037982,0.029017,107.043724,-1066.187134,2034.433105
4766,0,0.725582,2.038107,0.029090,107.005501,-1066.165161,2034.405762
4767,0,0.725522,2.038086,0.029061,106.977562,-1066.134888,2034.390747
4768,0,0.725357,2.037956,0.029101,106.956573,-1066.120605,2034.400513
4769,0,0.725380,2.037988,0.028993,106.925903,-1066.095337,2034.405762
4770,0,0.725535,2.038021,0.029020,106.881943,-1066.058594,2034.420288
4771,0,0.725605,2.038018,0.029105,106.847229,-1066.026978,2034.453125
4772,0,0.725306,2.037889,0.029045,106.834785,-1066.023926,2034.492065
4773,0,0.725250,2.037774,0.029036,106.819855,-1066.024536,2034.538696
4774,0,0.725283,2.037882,0.029009,106.790024,-1066.010132,2034.545898
4775,0,0.725493,2.037903,0.029103,106.771538,-1065.999634,2034.556641
4776,0,0.725320,2.037812,0.029070,106.781380,-1066.014160,2034.558960
4777,0,0.725238,2.037739,0.028994,106.802055,-1066.057861,2034.558960
4778,0,0.725390,2.037812,0.028972,106.813133,-1066.072754,2034.537109
4779,0,0.725485,2.037949,0.029003,106.826347,-1066.076172,2034.504395
4780,0,0.725553,2.037904,0.029121,106.858055,-1066.087769,2034.483398
4781,0,0.725249,2.037888,0.029021,106.899139,-1066.105957,2034.455078
4782,0,0.725351,2.037930,0.029000,106.922310,-1066.100098,2034.440308
4783,0,0.725484,2.038050,0.029066,106.937271,-1066.073730,2034.427856
4784,0,0.725497,2.038081,0.029094,106.960495,-1066.069458,2034.423340
4785,0,0.725319,2.037998,0.029117,106.993980,-1066.083740,2034.444336
4786,0,0.725247,2.037936,0.029008,107.013924,-1066.093506,2034.459106
4787,0,0.725428,2.038036,0.029091,107.012466,-1066.086426,2034.466797
4788,0,0.725518,2.038035,0.029112,106.998695,-1066.076660,2034.482910
4789,0,0.725397,2.037938,0.029045,107.013184,-1066.102905,2034.505371
4790,0,0.725252,2.037831,0.029067,107.011353,-1066.146973,2034.532104
4791,0,0.725377,2.037904,0.028983,107.002518,-1066.161011,2034.533203
4792,0,0.725543,2.037941,0.029100,106.986465,-1066.163452,2034.539185
4793,0,0.725421,2.037896,0.029050,106.988403,-1066.171265,2034.531616
4794,0,0.725324,2.037832,0.028987,106.985527,-1066.176880,2034.528687
4795,0,0.725348,2.037844,0.029001,106.962746,-1066.141113,2034.515137
4796,0,0.725514,2.037976,0.029062,106.941551,-1066.097412,2034.486084
4797,0,0.725465,2.038016,0.029104,106.922638,-1066.063965,2034.476807
4798,0,0.725330,2.037940,0.029003,106.928574,-1066.061401,2034.462158
4799,0,0.725311,2.037919,0.029057,106.918533,-1066.046021,2034.459106
4800,0,0.725432,2.038007,0.029053,106.892715,-1066.020874,2034.448120
4801,0,0.725503,2.038055,0.029130,106.870056,-1066.006348,2034.451294
4802,0,0.725334,2.037902,0.029010,106.855774,-1066.007690,2034.469604
4803,0,0.725257,2.037887,0.029022,106.846802,-1066.022949,2034.490845
4804,0,0.725380,2.037860,0.029039,106.822090,-1066.020386,2034.507935
4805,0,0.725531,2.037929,0.029031,106.812317,-1066.041138,2034.515625
4806,0,0.725435,2.037831,0.029062,106.817719,-1066.059692,2034.538452
4807,0,0.725236,2.037749,0.028965,106.829727,-1066.087769,2034.546387
4808,0,0.725348,2.037832,0.029089,106.832603,-1066.079590,2034.546387
4809,0,0.725439,2.037895,0.029054,106.831390,-1066.058472,2034.532593
4810,0,0.725492,2.037920,0.029104,106.852570,-1066.061035,2034.519897
4811,0,0.725311,2.037844,0.028978,106.881439,-1066.064697,2034.510132
4812,0,0.725316,2.037878,0.029062,106.909233,-1066.075806,2034.492065
4813,0,0.725449,2.037962,0.029072,106.926704,-1066.065674,2034.471558
4814,0,0.725501,2.038036,0.029056,106.945992,-1066.076538,2034.452148
4815,0,0.725398,2.037978,0.029017,106.969688,-1066.087524,2034.448364
4816,0,0.725311,2.037940,0.028999,106.982384,-1066.093628,2034.451050
4817,0,0.725509,2.037996,0.029091,106.984489,-1066.089233,2034.452881
4818,0,0.725505,2.038046,0.029054,106.979134,-1066.093506,2034.456787
4819,0,0.725428,2.037961,0.029032,106.990944,-1066.118408,2034.475586
4820,0,0.725277,2.037900,0.028987,107.001060,-1066.141846,2034.495850
4821,0,0.725328,2.037932,0.029125,106.988007,-1066.126221,2034.507935
4822,0,0.725503,2.037994,0.029090,106.967491,-1066.102905,2034.511841
4823,0,0.725380,2.037913,0.029055,106.950005,-1066.089600,2034.524414
4824,0,0.725258,2.037874,0.029042,106.949715,-1066.075684,2034.530884
4825,0,0.725294,2.037854,0.029034,106.935745,-1066.072754,2034.528442
4826,0,0.725492,2.037965,0.029108,106.921234,-1066.073242,2034.507324
4827,0,0.725473,2.037943,0.029035,106.915047,-1066.075439,2034.496338
4828,0,0.725359,2.037863,0.029006,106.909592,-1066.085693,2034.492310
4829,0,0.725352,2.037863,0.029043,106.900856,-1066.070190,2034.482910
4830,0,0.725405,2.037934,0.029069,106.868355,-1066.040039,2034.476807
4831,0,0.725552,2.037973,0.029059,106.849716,-1066.031738,2034.471558
4832,0,0.725391,2.037886,0.028991,106.846535,-1066.035156,2034.484375
4833,0,0.725271,2.037889,0.029055,106.857712,-1066.060547,2034.491821
4834,0,0.725365,2.037877,0.029088,106.851562,-1066.047607,2034.500122
4835,0,0.725484,2.037981,0.029075,106.846298,-1066.047241,2034.503174
4836,0,0.725421,2.037925,0.029059,106.851341,-1066.044678,2034.520630
4837,0,0.725249,2.037832,0.029024,106.865021,-1066.054199,2034.530884
4838,0,0.725316,2.037887,0.029099,106.871964,-1066.042236,2034.531372
4839,0,0.725450,2.037909,0.029028,106.875084,-1066.038208,2034.522583
4840,0,0.725485,2.037939,0.029000,106.899376,-1066.054443,2034.512573
4841,0,0.725294,2.037860,0.028934,106.930878,-1066.082886,2034.506592
4842,0,0.725306,2.037883,0.029040,106.949318,-1066.088379,2034.496338
4843,0,0.725453,2.037993,0.029083,106.950600,-1066.075684,2034.474854
4844,0,0.725517,2.038023,0.029058,106.945396,-1066.068604,2034.462891
4845,0,0.725388,2.037974,0.029047,106.958466,-1066.080688,2034.460083
4846,0,0.725292,2.037916,0.029040,106.963394,-1066.085083,2034.457397
4847,0,0.725401,2.038017,0.029143,106.963669,-1066.093384,2034.457397
4848,0,0.725509,2.038023,0.029042,106.959541,-1066.108521,2034.461304
4849,0,0.725390,2.037965,0.029038,106.963051,-1066.120483,2034.478882
4850,0,0.725288,2.037868,0.029051,106.962265,-1066.121216,2034.498169
4851,0,0.725317,2.037889,0.029072,106.945396,-1066.095825,2034.510376
4852,0,0.725510,2.037982,0.029057,106.919975,-1066.069214,2034.512085
4853,0,0.725445,2.037925,0.029014,106.917946,-1066.072266,2034.518921
4854,0,0.725297,2.037848,0.028993,106.929573,-1066.087891,2034.525391
4855,0,0.725310,2.037834,0.029067,106.928406,-1066.081421,2034.521118
4856,0,0.725463,2.037959,0.029083,106.906769,-1066.067383,2034.507812
4857,0,0.725446,2.037975,0.028994,106.894653,-1066.052734,2034.496338
4858,0,0.725303,2.037904,0.029040,106.886147,-1066.036499,2034.498413
4859,0,0.725216,2.037888,0.029057,106.879478,-1066.019897,2034.492920
4860,0,0.725386,2.037935,0.029060,106.860184,-1066.007568,2034.483887
4861,0,0.725495,2.037989,0.029030,106.859062,-1066.023682,2034.479614
4862,0,0.725357,2.037915,0.029017,106.877487,-1066.061157,2034.482666
4863,0,0.725271,2.037869,0.029049,106.886322,-1066.077026,2034.489868
4864,0,0.725335,2.037878,0.029096,106.879265,-1066.071777,2034.491333
4865,0,0.725514,2.037968,0.029058,106.865936,-1066.063599,2034.492065
4866,0,0.725419,2.037920,0.028993,106.877663,-1066.061646,2034.505371
4867,0,0.725293,2.037853,0.029059,106.893730,-1066.067383,2034.512939
4868,0,0.725285,2.037881,0.029089,106.909767,-1066.070923,2034.510864
4869,0,0.725440,2.037961,0.029053,106.913132,-1066.074707,2034.506104
4870,0,0.725436,2.037950,0.029037,106.923157,-1066.066162,2034.507568
4871,0,0.725256,2.037894,0.029027,106.945992,-1066.081421,2034.505127
4872,0,0.725266,2.037895,0.029139,106.943253,-1066.058838,2034.500366
4873,0,0.725429,2.037967,0.029087,106.935936,-1066.047485,2034.486572
4874,0,0.725496,2.038023,0.029018,106.933044,-1066.056152,2034.479126
4875,0,0.725358,2.037956,0.029018,106.953835,-1066.089233,2034.478882
4876,0,0.725287,2.037896,0.029057,106.968987,-1066.116333,2034.477905
